"分享、查詢台灣所有公司的防疫政策
https://reurl.cc/Nraz1x",<---複製左方文字，用Line、FB分享給你的朋友們(較順暢的網頁版),資料原始檔在此,填寫問卷點這裡,"*雖是匿名調查，但請勿造謠或提供錯誤資訊，以免影響防疫。
*請勿進行人身攻擊或揭露他人個資。
*由於資料來自匿名問卷，若對資訊正確性有任何疑問，請向相關公司查證。
*若接獲通知，稱回覆之資訊錯誤，將把該回覆以紅底標示，提醒公眾需特別注意。
*若接獲通知，及該回覆確實涉及人身攻擊或個資，將刪除有問題的文字。(所有修改都會紀錄在""附註""欄位)
*也歡迎公司行號填寫問卷說明防疫政策。
*因防疫政策可能變動，請參考「時間戳記」欄位，以確認資訊是否即時。",,,
2021/5/26 下午 10:35:57,關貿網路(駐外單位),北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 加大座位間距或隔離裝置",1,在公家機關駐點單位 無居家辦公及分流上班機制 這幾天才在擬定,
2021/5/26 下午 10:37:19,品睿,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩",3,"讚美：公司準備每人一罐酒精
搭乘交通工具上班可以自行調整上下班時間

批評：雖然是分兩組，但如果同部門有疫情嚴重的同仁的話，重災區同仁一律不分組在家上班，重災區的同組同事皆不分組強制在公司上班⋯",
2021/5/26 下午 10:39:52,穩懋半導體,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",3,智慧製造不知道在衝三小，逼我們用一堆很爛的系統，亂交功課也過！講資安還不是放一堆資料給我們查，資安根本喊心安的,
2021/5/26 下午 10:40:09,和碩,北部 (台北、新北、基隆、桃園、新竹),AB分流，C組自成一國,"量測體溫, 強制配戴口罩",1,"陸續有家屬傳出確診，
C班宛如平行時空照常上班，好棒棒我和碩國",
2021/5/26 下午 10:41:24,台灣康泰克,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 減少會議及出差",1,老闆日本人只會講辛苦大家來上班，但卻在最後叫大家沒有必要不要亂跑，根本自打嘴巴,
2021/5/26 下午 10:50:01,帆宣系統,中部 (苗栗、台中、彰化、南投、雲林),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",4,宿舍混辦公室也就那樣了,
2021/5/26 下午 10:50:03,勝一化工,南部 (嘉義、台南、高雄、屏東),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 無實際作為",1,"辦公室文書分流，現場去死
戴口罩我有公告了要不要戴隨你
公司整年都有提供活性碳的口罩看你們要不要啦
-
分流分組分得好高興
實際上如何你家的事
現場好熱我不要戴口罩
我就老  要退休了   怎樣?
-
孫董來就狂舔
實際上員工福利?匿名調查去問問員工吧
不要每次都記名問卷  誰會講實話?
只想聽你們要的答案不如不要    做心酸的 
-
分辦公室分區域
上下班全混在一起打卡
員工包商工人司機全一起
不要進我們管理部門就好嗚嗚
7414啦你們基層的  
-",
2021/5/26 下午 10:52:24,日盛證券,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 辦公區域消毒, 無實際作為",1,動作很慢 ,
2021/5/26 下午 10:57:27,擁樂數據,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"強制配戴口罩, 減少會議及出差",5,"1. 去年演練，發現問題，全部流程上雲端
2. 三級之前就先AB分組上班
3. 雙北一公告三級，公司當天宣布全公司WFH
4. 政府公告雙北延長三級，公司次日宣布WFH延長
也有關心因應職務需求要去公司工作員工，都可以搭計程車",
2021/5/26 下午 10:57:54,中租迪和(內湖),北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩",2,,
2021/5/26 下午 10:58:07,仁愛眼鏡,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,強制配戴口罩,3,,
2021/5/26 下午 10:58:42,異物有限公司,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),不需要見面，一切線上工作,5,,
2021/5/26 下午 10:58:53,凱衛資訊,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),強制配戴口罩,1,百人室內空調，身為資訊業，卻還是不鼓勵員工遠距離工作,
2021/5/26 下午 10:59:45,台灣農創,中部 (苗栗、台中、彰化、南投、雲林),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 減少會議及出差",3,,
2021/5/26 下午 11:02:28,鈊象電子,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",5,先前並沒有料到台灣會慘到WFH，全員毫無心理準備下突然就被通知WFH了，雖不盡完美，管理部也是一收到意見就立即反應，有顧及員工健康以及防堵傳播鏈，值得給讚！,
2021/5/26 下午 11:02:48,全國公證內湖總部,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 減少會議及出差",1,公司公告要等到有人確診或被隔離才能啟動分流上班，而且還得輪流上班冒染疫風險，沒人確診就大家都得到公司上班，超爛,
2021/5/26 下午 11:03:47,立積電子,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",2,只針對住在台北萬華的人員在家上班，其餘辦公室完全不採取分流,
2021/5/26 下午 11:05:20,台表科,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩",1,對員工苛刻,
2021/5/26 下午 11:06:56,高山銀行,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 減少會議及出差",1,夢到同事跟公司護理師（原來公司有護理師）詢問有關防疫政策訂定的過程，結果護理師說他們也不清楚，因為他們沒有參與防疫會議，也不是防疫小組的成員，然後我就醒了。,
2021/5/26 下午 11:09:02,溢騰科技,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",5,,
2021/5/26 下午 11:09:34,城揚股份有限公司,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 減少會議及出差, 無實際作為",1,"1. 公司老闆在開會時候並無配戴口罩
2. 雖然有分流上班但是中午休息時間卻是所有同仁一起休息，並無分流
3. 同仁父親確診病逝，母親確診治療中，但僅告訴其他同仁該名同仁並未和家人同住，無實際隔離方案",
2021/5/26 下午 11:11:11,瑞基海洋,中部 (苗栗、台中、彰化、南投、雲林),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",5,,
2021/5/26 下午 11:13:23,城揚有限公司,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 減少會議及出差",2,"1. 開會雖然減少，但並無強制所有同仁配戴口罩，老闆自己本身也時常忘記戴口罩開會
2. 公司中有同仁家屬確診，但並未要求該同仁自行居家檢疫，是他自行請假在家隔離
3. 公司同仁對於公司疫情防治措施不太清楚，也未及時將詳細的防疫規定公告全公司",
2021/5/26 下午 11:15:49,內湖 城揚有限公司,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 減少會議及出差, 無實際作為",1,分流上班，但所有同仁休息時間依然相同，在同一時間拿下口罩用餐,
2021/5/26 下午 11:17:38,群創光電,南部 (嘉義、台南、高雄、屏東),分流在家上班(例如分為兩組輪流上班),"強制配戴口罩, 辦公區域消毒, 加大座位間距或隔離裝置",3,紅藍組分流已經持續一年了，這次疫情爆發又將原本分流的兩組再砍半，然後轉為做2休2，配套措施做得還算快，但是內部動線其實還是有部分會重疊到,
2021/5/26 下午 11:17:51,城市商旅股份有限公司昆明分公司,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,無實際作為,1,直接要求員工請事假不要來上班,
2021/5/26 下午 11:18:03,普安科技,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩",1,"爛，完全沒有任何分流，每天早上請一個人資在每層樓電梯門口督促員工酒精消毒,完全不知有啥用途，即使有人確診依然要上班，熱區最狂公司",
2021/5/26 下午 11:19:30,普安科技,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",1,有疑似個案，公司僅匡列同部門同仁，請問同樣冷氣循環的同事就要冒著風險上班？,
2021/5/26 下午 11:20:50,普安,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,強制配戴口罩,1,運氣不好被確診 或被確診匡列 沒產能就等於沒薪水哦,
2021/5/26 下午 11:21:01,國泰世華銀行,北部 (台北、新北、基隆、桃園、新竹),強制居家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",4,,
2021/5/26 下午 11:22:06,工業局某外包單位,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩",1,"公司動作顢頇，說要分流上班要經過工業局同意，公司無權作決策。
主管行為白癡，本來辦公室人數不多，明明工業局就有確診還要塞人過來讓他們異地上班，讓辦公室人數爆炸，但因為辦公室離工業局非常近，所以異地上班根本形同虛設。
非得等到本棟大樓辦公者有家屬確診才肯讓我們分流上班。
",
2021/5/26 下午 11:25:30,好馬科技,中部 (苗栗、台中、彰化、南投、雲林),不能在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",3,,
2021/5/26 下午 11:26:58,城揚,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 減少會議及出差, 無實際作為, 提供酒精/乾洗手給員工消毒",2,"1. 公司遲遲沒有宣布完整的防疫政策(居家上班/遠端辦公 等)
2. 公司雖有要求員工每日量測體溫並自我紀錄，但卻未進行抽查
3. 中午休息時間並未分流，在用餐時候也看有多位同事聚集交談但未戴著口罩",
2021/5/26 下午 11:27:35,協祥機械,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒",1,一樣群聚做早操,
2021/5/26 下午 11:27:52,帝寶工業,中部 (苗栗、台中、彰化、南投、雲林),不能在家上班,"量測體溫, 強制配戴口罩, 減少會議及出差, 無實際作為",1,進廠區分三條線量體溫噴酒精，進辦公室後大家還是擠在一起，完全沒有實施分流分時分區等等作為,
2021/5/26 下午 11:29:32,立積電子股份有限公司,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",2,,
2021/5/26 下午 11:39:05,醫學會,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"強制配戴口罩, 無實際作為",1,,
2021/5/26 下午 11:40:44,聖洋科技,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"辦公區域消毒, 減少會議及出差",5,,
2021/5/26 下午 11:44:55,緯創,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",3,客戶至上，壓榨員工，防疫期間來公司上班應該要加薪補助,
2021/5/26 下午 11:47:04,元太科技,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 減少會議及出差",4,尚可,
2021/5/26 下午 11:47:21,全漢企業,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 減少會議及出差",2,主管說過:RD在家就沒用了,
2021/5/26 下午 11:49:02,AlphaLoan,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),全在家上班，完全不用去辦公室，沒這個選項,5,,
2021/5/26 下午 11:49:23,LCFC,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",3,,
2021/5/26 下午 11:51:39,聯寶,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"強制配戴口罩, 無實際作為",1,,
2021/5/26 下午 11:53:37,安森美科技,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒",4,,
2021/5/26 下午 11:54:37,工業技術研究院,南部 (嘉義、台南、高雄、屏東),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"強制配戴口罩, 減少會議及出差, 加大座位間距或隔離裝置",2,並未確實分流，居家上班,
2021/5/26 下午 11:55:10,聯寶電腦,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒",2,,
2021/5/26 下午 11:55:40,智趣王數位科技,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩",4,有效率即時規劃員工在家工作及分配工作項目，也要員工每日量體溫填寫表單，但主管都沒寫。,
2021/5/26 下午 11:56:16,長興材料,南部 (嘉義、台南、高雄、屏東),屏南廠一般員工不可在家上班,"量測體溫, 強制配戴口罩, 減少會議及出差",2,屏南廠廠長棄交通車及同仁逃跑，實為美談,
2021/5/26 下午 11:56:21,某台北廣告公司（非台商）,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 減少會議及出差, 保了企業的防疫險保單",5,"一開始反應有點慢半拍（強制分流要有人留守公司），但是一個週末雙北升三級後的第一個上班日就讓大家是可以直接全員在家上班，這週再宣布有幫員工投保防疫顯，瞬間覺得好棒棒～
但我還是選擇繼續在家上班～",
2021/5/26 下午 11:57:09,X力,中部 (苗栗、台中、彰化、南投、雲林),不能在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒, 實施異地辦公,分流人員減少接觸機會",3,,
2021/5/26 下午 11:58:06,志合,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩",4,,
2021/5/27 上午 12:03:50,緯創資通,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 減少會議及出差",4,,
2021/5/27 上午 12:04:15,中華電信,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",1,反應慢半拍，決策遲緩,
2021/5/27 上午 12:06:00,台灣世曦工程顧問有限公司,北部 (台北、新北、基隆、桃園、新竹),分流上班（約20%的人在家上班）,"量測體溫, 強制配戴口罩, 辦公區域消毒, 大消毒只有一次",2,"同事因家人確診需要被隔離，卻隱瞞事實不讓大家知道
整棟大樓1000多人在家上班人數卻只能有1/5人",
2021/5/27 上午 12:07:59,大學眼科,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒",2,醫師全身標配，護理師隔離衣用完，只能穿塑膠露背套，命不同啊~~,
2021/5/27 上午 12:09:50,和碩聯合科技,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",2,"整體防疫政策整個慢了隔壁A家一整年，人家演練並實行過，和碩到五月升三級才演練後才施行
分流也是分的表面的感覺，C是A&B的連結",
2021/5/27 上午 12:12:47,黎明,中部 (苗栗、台中、彰化、南投、雲林),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 減少會議及出差",5,超讚的好公司 超過一百分,
2021/5/27 上午 12:15:16,美光科技,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"強制配戴口罩, 減少會議及出差",1,Safety first 喊假的！,
2021/5/27 上午 12:16:52,美光科技,中部 (苗栗、台中、彰化、南投、雲林),不能在家上班,"強制配戴口罩, 減少會議及出差",1,公司都有人中獎還不能work from home .,
2021/5/27 上午 12:18:15,混凝土業,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"強制配戴口罩, 辦公區域消毒",2,"傳產一堆老害根本防疫87,我靠關係已經請了一個禮拜假，但是終究要回去幫忙",
2021/5/27 上午 12:18:26,祥茂光電,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",1,QQ,
2021/5/27 上午 12:18:58,某旅行社,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩",2,雖說是自由在家上班但上面的人希望留一半人在公司導致有人必須出勤，都這個時候了可以告訴我旅遊業還有什麼非得把人留在辦公室的理由嗎？,
2021/5/27 上午 12:19:48,思多葛市場研究股份有限公司,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩",5,,
2021/5/27 上午 12:24:12,聯寶,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒",3,,
2021/5/27 上午 12:25:08,乾瞻科技,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",4,,
2021/5/27 上午 12:25:56,某專櫃女鞋三重總公司,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,無實際作為,1,"1.主管們帶頭不戴口罩，並說「人各有命」、「趁現在去外面餐廳聚餐剛好都沒人，不用排隊」（真的利用上班時間帶下屬出門聚餐）、「口罩很悶且會毀了妝容」...等等誇張言行。
2.要求大家使用年假自由排休，卻又不能請年假超過一個禮拜，否則請考慮填寫自願離職書。
3.發布公告：染疫者將解職處分。（但必須簽署自願離職書）
4.公司缺乏酒精、額溫槍也無人添購，因為各部門職務內容不清。
5.無分班分流，因為公司系統老舊無法綁定個人筆電，且公司財產規定不得在個人電腦使用，但也因經費考量而不贊助購買筆電！",
2021/5/27 上午 12:26:42,國家研究院,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 辦公區域消毒, 減少會議及出差",3,根據不同單位不同處理方式 多數為AB班 但AB為每天輪換 非週為單位輪換 感覺防疫效果0,
2021/5/27 上午 12:27:51,欣興電子,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,強制配戴口罩,1,居然沒有0分可以選，1.假分倉分流(實際人員還是互相流通，分倉反而增加感染風險) 2.每天放一堆外包人員進廠區處理失火那棟(經常坐在人行道聊天抽菸+半罩)  3.在家工作條件極高基本無法達成說說而已  4. 資訊極度不透明跟實際情況有出入  5.新聞什麼時候出拉,
2021/5/27 上午 12:37:25,中租控股 中租迪和,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 辦公區域消毒",1,開放申請制的彈性上下班及每個單位至多20%人員遠距工作，礙於公司文化，許多單位沒有提交申請，仍用隱性壓力讓員工準時實體到班；本週公司發內部信表示總公司有一位採檢陽性，該樓層緊急通知遠距辦公一週，但未試圖匡列這期間的接觸對象，僅公告說該同仁業務單純、已請假多日、未接觸其他樓層同仁，故未對公司營運人身安全造成影響。故同大樓其他樓層仍維持正常實體到班。另希望公司同仁不要對外發布資訊，難以服眾。,
2021/5/27 上午 12:40:19,威聯通,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒",1,"5/24 起除雙北公司以外, 恢復正常上下班, 不知道公司是以哪套標準決議是否 WFH?",
2021/5/27 上午 12:40:45,某美式餐廳（對折）,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩",2,不能在家上班，但完全沒有分流，為了省電還關閉一處辦公區，把人員全部集中，不能開燈工作，上廁所還要摸黑，差點跌倒🙃辦公防疫距離從1.5m直接變成15cm🙃中午還一起吃大鍋菜！,
2021/5/27 上午 12:41:42,台灣世曦,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩",1,在家上班能量最多20％，實際情況更低,
2021/5/27 上午 12:46:30,國立臺灣師範大學,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 辦公區域消毒, 減少會議及出差",2,,
2021/5/27 上午 12:47:32,融程,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",4,公司在疫情下，有限度的放寬請假辦法，不刁難,
2021/5/27 上午 12:55:21,台灣玻璃工業股份有限公司,北部 (台北、新北、基隆、桃園、新竹),只有住萬華能在家上班,"量測體溫, 強制配戴口罩, 減少會議及出差, 大樓有人確診才消毒",1,公司大樓已有2層樓傳出確診，但公司仍堅持不分流上班,
2021/5/27 上午 12:58:01,基點資訊,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 辦公區域消毒, 減少會議及出差, 補助寬頻上網、NB設備。",5,"這家公司在一年之前已經開始針對疫情做WFH演練，並且逐步實施。
遠端工作、會議等相關資源也都已經就緒，本次疫情更比政府宣布三級前就果斷實施WFH，使大家的風險降至最低。
把員工保護好，對客戶的服務也才談得上保障。",
2021/5/27 上午 12:59:10,大宇資訊,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),強制配戴口罩,4,,
2021/5/27 上午 12:59:24,廣積科技,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),強制配戴口罩,2,,
2021/5/27 上午 12:59:30,ETtoday東森新聞雲,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 辦公區域消毒, 減少會議及出差",3,,
2021/5/27 上午 1:00:46,財政部國庫署,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",4,建議強化居家辦公措施，以利需要時得即時反應。,
2021/5/27 上午 1:02:47,世界公民文化中心,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩",4,,
2021/5/27 上午 1:05:03,PCSC,中部 (苗栗、台中、彰化、南投、雲林),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 減少會議及出差",4,"居家上班機制2020年便已演練過一次，2021年實際居家初期有些不便但仍可接受。解決問題及應變速度也很快。

辦公區域內強制配戴口罩的部份並未強制要求及進行勸導，尤其是在疫情尚未升溫時有多數人不戴好口罩。自費施打疫苗只給4小時公假，美中不足。",
2021/5/27 上午 1:11:01,Garena,北部 (台北、新北、基隆、桃園、新竹),強制在家上班 到公司必須先申請,"量測體溫, 強制配戴口罩, 辦公區域消毒",5,蠻讚的 在疫情大爆發前就開始實施WFH 未雨綢繆 佛心公司,
2021/5/27 上午 1:16:52,沅聖科技,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",4,分流上班，但是有輪到一區的上班地點是實驗室，儀器機台多，噪音大，不太適合成為上班地點,
2021/5/27 上午 1:19:44,美商半導體,北部 (台北、新北、基隆、桃園、新竹),不能去公司上班,"強制配戴口罩, 辦公區域消毒",5,"直接宣布辦公室關閉，不能去公司上班，全部待在家，要進去的話要事先申請....
但其實很想去公司拿一些用品啊QQ
因為感覺還會持續很久....想把公司的家當都帶回家",
2021/5/27 上午 1:20:05,林帝股份有限公司,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差",4,,
2021/5/27 上午 1:20:51,美光,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩, 減少會議及出差, 加大座位間距或隔離裝置",4,防護用品齊全，外在環境過於危險應彈性WFH,
2021/5/27 上午 1:22:49,拓連科技,北部 (台北、新北、基隆、桃園、新竹),強制在家上班,如需到公司需事先申請,5,早在三級警戒前即宣佈強制在家上班,
2021/5/27 上午 1:29:45,德律科技,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"強制配戴口罩, 辦公區域消毒, 減少會議及出差",1,不顧員工安危,
2021/5/27 上午 1:52:13,徐薇英文（新北某分校）,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒, 無實際作為",1,完全沒有配套措施，也沒學生了還要到公司，通勤外出跟同事聚在一起增加染疫風險。,
2021/5/27 上午 1:55:51,公務員,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),"量測體溫, 強制配戴口罩",3,,
2021/5/27 上午 2:00:16,智冠集團,北部 (台北、新北、基隆、桃園、新竹),有條件在家上班(例如依居住地、職務內容、或是要特別申請等),"量測體溫, 強制配戴口罩",2,ㄏㄏ,
2021/5/27 上午 2:56:05,財團法人工業技術研究院,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),減少會議及出差,4,有實施居家上班已經比很多公司都還好了，希望能有更多公司能重視員工的生命安全，將防疫作為優先考量，平常員工們都已經為公司盡心盡力了，不要連疫情期間都不放過員工,
2021/5/27 上午 3:52:07,台北醫學大學,北部 (台北、新北、基隆、桃園、新竹),分流在家上班(例如分為兩組輪流上班),無實際作為,1,血汗工廠,
2021/5/27 上午 4:14:12,私立馨勵德文理語文短期補習班,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒",4,防疫觀念算有，學生在家線上上課。但內部管理防疫主管能力低落，老闆因疫情壓力，情緒控管低落，公司內會有獵巫心態，居然還自稱教育機構。,
2021/5/27 上午 5:15:58,Google,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置",4,"政策：從2020年2月左右開始所有工程師可以自願WFH，WFH政策基本上照美國總部走，全面拒絕外面訪客/線上面試。照每間辦公室的危險程度決定員工可不可以選進辦公室。最近才在說要return to office然後台灣疫情就爆了，改成非必要別進辦公室。

設備：有1000USD的WFH allowance，原本辦公室可以拿到的設備可以宅配到家，斷電的話可以請駐守人員幫忙開電腦。軟體工程師碰到的問題大多是workstation不能帶回家有點不方便，如果是做硬體相關的職務聽說更不方便。

其他：公司管理層不打算學其他FLAG permanent WFH。",
2021/5/27 上午 6:18:01,遠見天下文化,北部 (台北、新北、基隆、桃園、新竹),開放自由在家上班 (只保留必要人員至公司上班),"量測體溫, 強制配戴口罩, 辦公區域消毒, 減少會議及出差, 加大座位間距或隔離裝置, 每日回報健康狀況。若有必要進公司的人員，也會安排異地辦公。",5,從去年就開始做準備，從內部作業開始雲端，然後做分流遠距，到現在的全員遠距（保留必要人員），公司很努力保護員工健康！,
2021/5/27 上午 6:55:06,陳立教育事業股份有限公司,北部 (台北、新北、基隆、桃園、新竹),不能在家上班,"量測體溫, 強制配戴口罩, 辦公區域消毒",1,爛死了,
